id,texto,emocion,texto_en2esp_marian
12023,i feel so cold here,anger,Me siento tan fría aquí.
12024,i feel super lucky to have been able to visit it was definitely an unforgettable part of our trip,joy,Me siento súper afortunado de haber sido capaz de visitarlo fue definitivamente una parte inolvidable de nuestro viaje
12025,i had an epiphany that i should feel proud of myself img src http expansiveperspective,joy,Tuve una epifanía que debería sentirme orgulloso de mí mismo img src http expansivaperspectiva
12026,i was pregnant with emily and therefore always feeling exhausted it wasn t that hard to sleep when walter slept if i needed the extra rest,sadness,Estaba embarazada de Emily y por lo tanto siempre sintiéndome exhausta no era tan difícil dormir cuando Walter dormía si necesitaba el descanso extra
12027,i have a headache and feel weepy,sadness,Tengo dolor de cabeza y me siento llorando.
12028,i used to feel sorry for some people who felt the need to pretend,sadness,Solía sentir pena por algunas personas que sentían la necesidad de fingir
12029,i can say that it is happening in the eastern part of the country and that i feel quite safe here,joy,Puedo decir que está sucediendo en la parte oriental del país y que me siento bastante seguro aquí.
12030,i cry when i think of the utter devastation my mum will feel to lose her beloved companion of years,joy,Lloro cuando pienso en la devastación total que mi madre sentirá al perder a su querido compañero de años
12031,i had to have something to give the katy and the danny and of course they stalk my blog and of course i couldnt leave erica feeling unloved,sadness,Tenía que tener algo para darle al Katy y al Danny y por supuesto que acechan mi blog y por supuesto que no podía dejar a Erica sintiéndome desamorada.
12032,i feel a bit less burdened with things hanging over my head,sadness,Me siento un poco menos agobiado con cosas que cuelgan sobre mi cabeza.
12033,ive got a feeling she will be just like her momma stubborn strong willed amp full of tx sassiness,anger,Ive tiene la sensación de que será igual que su mamá testaruda fuerte voluntad amplificador lleno de tx sassiness
12034,i just have a weird feeling that there was nothing innocent about what they were script type text javascript src http partner,joy,Sólo tengo una extraña sensación de que no había nada inocente sobre lo que eran tipo script texto javascript src http partner
12035,i wanted to be here and it seems as though the feeling is mutual the club was keen to keep me,joy,Yo quería estar aquí y parece que el sentimiento es mutuo el club estaba dispuesto a mantenerme
12036,i am ruining her feeling and was disturbed a href http membres,sadness,Estoy arruinando su sentimiento y fue perturbado un href http membres
12037,i just feel totally devastated,sadness,Me siento totalmente devastada.
12038,i suggested greys and blues with warm tones as the room is north facing and could feel quite cold and flat,anger,Sugerí grises y azules con tonos cálidos ya que la habitación está orientada al norte y podría sentir bastante frío y plano
12039,i want to be recless but im feeling so uptight put your mamma in a headlock baby and do it right whooooos got the crack whooooooooos got the crack whooooo s got the crack whos got the craaaaaaack,fear,Quiero estar tranquilo pero me siento tan tenso poner a tu mamá en un bebé con la cabeza cerrada y hacerlo bien whoooos tiene el crack whoooooos tiene el crack whooooos tiene el crack whhooooos tiene el crack whhos tiene el craaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa
12040,i just feel this strong desire to know more about my name sake the ensigns,joy,Sólo siento este fuerte deseo de saber más sobre mi nombre sake los alférez
12041,i feel lame saying mommy just needs to pay this bill call a guy about the camper and paint bedrooms to be more neutral,sadness,Me siento mal diciendo que mamá sólo tiene que pagar esta cuenta llamar a un tipo sobre la caravana y pintar dormitorios para ser más neutral
12042,i feel so blessed to have met each and every one of them,love,Me siento tan bendecido de haber conocido a todos y cada uno de ellos.
12043,i sit in the middle of the most stinking the most crowded the noisiest railway platform or fish market and start reading it i will still feel as if im in the most pleasant place ever,joy,Me siento en el medio de la más apestosa la más atestada de la plataforma ferroviaria más ruidosa o mercado de pescado y empezar a leerlo todavía me sentiré como si im en el lugar más agradable nunca
12044,i feel also just drained,sadness,También me siento drenado.
12045,i am sorry to hear that the assessment procedure conducted by atoshealthcare left you feeling humiliated and poorly represented,sadness,Lamento escuchar que el procedimiento de evaluación llevado a cabo por Atos healthcare te dejó sintiéndote humillado y mal representado.
12046,i just hate the feeling of being unhappy,sadness,Odio la sensación de ser infeliz.
12047,ill just paraphrase i ranted about not being able to trust anybody and being hurt feeling rejected etc,sadness,"mal sólo paráfrasis me despojé de no ser capaz de confiar en nadie y ser herido sentirse rechazado, etc"
12048,i know we create our own destiny but do you ever feel resentful for the way your life turned out,anger,Sé que creamos nuestro propio destino pero alguna vez te sientes resentido por la forma en que tu vida resultó
12049,i really hope so i feel so isolated right now and on top of feeling overwhelmed confused lonely stressed and nervous it s really difficult at the moment,sadness,Realmente espero así que me siento tan aislado ahora mismo y encima de sentirse abrumado confundido solo estresado y nervioso es realmente difícil en este momento
12050,i am feeling very generous today and normally when i feel that way ill host some sort of giveaway or contest,joy,Me siento muy generoso hoy y normalmente cuando me siento mal anfitrión algún tipo de regalo o concurso
