Texto,Emocion
Me imagino que ser un hombre es como ser pateado en las nueces repetidamente que es lo malo que se siente como si quisieras acurrucarse y morir un schalm devastado dijo después de la pelea,sadness
Me siento mal por lo mucho que tengo que estudiar.,sadness
Me encanta estar aquí incluso cuando me siento desanimada.,sadness
Me pregunto por qué me siento sumisa a veces más que otras porque lo siento,sadness
Me siento rebelde hoy así que voy a dejar esto como una advertencia para mí mismo sobre lo radical que puedo ser,anger
cuando me enteré de que me habían aceptado en la escuela de medicina,joy
"Me siento muy flojo diciéndolo, pero",fear
En tus brazos me siento segura.,joy
Me siento tan agradecida por todo lo que he experimentado y la compañía en la que me embarqué en,joy
Comencé a sentirme angustiado y un sentimiento de tristeza y un deseo de suicidarme.,fear
Siento que todas las personas de la razón tienen el deber de despertar a estas personas engañosas sinceras para educarlas al hecho de que Dios nos dio razón y los antiguos ignorantes nos dieron religiones reveladas,joy
Voy a dejar de sentir lástima por mí mismo,sadness
Me siento muy mal quejándome de los problemas del embarazo.,sadness
Estoy sintiendo el impacto positivo de las nuevas herramientas meditativas pam me está dando también más fuerte y claramente,joy
No pude evitar sentirme personalmente insultada cuando Oscar denunció la idea misma como grotesca y poco realista,anger
Ya me siento muy mal No necesito que nadie me haga comentarios,sadness
También siento presión para tener éxito aquí debido a mi pasión por Cal,joy
Pregunté sintiéndome vacilante.,fear
Recuerdo que me acosté en el baño sintiéndome muy emocional sabiendo que iba a traer a mi bebé al mundo el día que la Srta. Cocinera fue a descansar.,sadness
he escrito ese blog y me siento aún más enérgico,joy
Me siento aquí bebiendo mi batido de pera de arándano sintiéndome bastante engreído.,joy
"He cruzado y estoy en pie de seguridad, pero todavía siento este miedo por el incierto desconocido.",fear
tener atención no deseada en mi lugar de trabajo acoso y acoso sexual por otro trabajador disgustado por sus implicaciones,anger
Puedo comer mucho y sentirme totalmente satisfecho. No necesito entender cómo funciona todo.,joy
No quiero sentirme molesta o enojada por el hecho de que ya ha tenido la experiencia de tener y criar hijos.,anger
ive nunca ha tenido un mac siempre han utilizado microsoft y sólo se sienten desilusionados con la forma en que han manejado este despliegue de todas las cosas fallas que no funcionan y en general que Vista ha estado fuera durante meses y es sólo ahora que está empezando a ser estable gracias a la actualización después de la actualización,sadness
Siento que el tiempo se está acabando así que no me molesto conmigo mismo ahora,anger
Me siento aceptado allí dijo Panorma que es de la indonesia,love
No estoy haciendo algún tipo de música me siento inútil,sadness
Me siento muy emocionado por el movimiento y espero que finalmente construir una superbike cbs sportsline la irl se expande a carreras en tres más que en,joy
No sé si ya herí sus sentimientos lo que puede llevar a su reacción violenta puede convertirse en un mal resultado,anger
Empecé hoy sintiéndome terrible.,sadness
Siento como si mi corazón se rompiera diciéndole a mis hijos que continuó,sadness
Me siento bienvenido y amado,joy
"Por fin estoy empezando a sentirme mejor, pero qué frustrante.",joy
Fui a casa desde el bar y me choqué al despertarme esta mañana sintiéndome sobre todo fantástico.,joy
Me siento bonita el cuerpo del correo electrónico generalmente contiene oh tan bonita,joy
Sé que no debería comparar las relaciones pero siento que estamos tan desfavorecidos y mantenidos.,sadness
Me siento agitada por lo que los niños están jugando. Me pregunto si jugué de esta manera cuando era pequeña.,fear
También siento un poco de nostalgia es difícil pensar que live pasó tanto tiempo lejos de casa y que ive consiguió un tiempo tan corto hasta que vuelvo,sadness
Creo que la incertidumbre debería ser un mejor comunicador,fear
Tengo mi coche de vuelta y estoy rogando para sentirse un poco útil de nuevo,joy
No puedo dejar caer esta clase porque entonces pierdo la ayuda financiera por no tener suficientes créditos más me siento como un desertor e im demasiado terco para eso,anger
Me siento resentido con mi esposa cuando las semanas pasan sin sexo,anger
Me siento muy virtuosa después de haber vuelto a casa de una sesión de yoga de una hora con mi hermana que es profesora de yoga.,joy
cuando escuché la noticia de que mi abuelo había muerto,sadness
"Con mucho gusto lo haría mañana, ya que no me siento bien.",joy
"Me refiero a que siento que los necesitan porque se apasionan tanto por su creencia, no importa lo poco realista que pueda ser.",joy
Tengo que dejar de huir de mis miedos tengo que dejar de estar tan confinado y querer esconderme sintiendo la necesidad de morir y en lugar de eso pasar por este infierno vicioso como cabalgar,anger
Me siento incómodo y me río conmigo cuando cometo errores y tengo los brazos abiertos para mí a pesar de que las mías a veces cuelgan a mis lados vacilante,sadness
Normalmente no me sentía tan odiada a esta hora de la mañana.,sadness
Me siento encantadora.,joy
id realmente saltar a él rápidamente porque sabía que llorarían y gritarían si no lo conseguían rápidamente y también sabía que Scott se sentía podrido,sadness
Me siento tan cachonda y traviesa vestida así y mi polla tgirl está haciendo un verdadero trabajo mientras continúo admirándome,love
Repito una y otra vez en mi vida en la que trato de tomar el control en mi vida pero cuando no funciona me da miedo no tener control,fear
"Hago bromas sobre ser feliz de deshacerse de ellos para el año escolar, pero es sólo porque me siento increíblemente vulnerable sobre compartirlos con otros",fear
"Siempre siento que los accesorios son la parte más importante de un conjunto, ya que realmente lo tiran juntos por lo que ive trató de elegir joyas que añade un poco de brillo a los trajes sin estar demasiado en la cara",joy
Definitivamente sé lo que se siente al pensar que quienquiera que sea tu amado no se lo merece.,love
No me he sentido como el verdadero yo en un tiempo así que la buena sensación es bienvenida con los brazos abiertos,joy
Viví con alguien viviendo una mentira para mantenerme en la oscuridad mintiéndome mentiras y fingiendo sentimientos para que id sea ignorantemente complaciente hasta que ya no fuera conveniente para ella tenerme allí.,joy
Me perdono a mí mismo que he aceptado y permitido que me sienta aterrorizado cuando no puedo moverme o hablar o gritar en parálisis del sueño,fear
"im realmente emocionado, pero se siente sombrío también debido al clima",sadness
Me siento triste por no haberte devuelto la carta. Sentí las mismas cosas que hiciste y también me hubiera encantado que leyeras mis cartas.,sadness
me siento profundamente abrumado por estas tareas ordinarias,fear
Siempre pensé que amar a alguien es el mejor sentimiento pero me di cuenta de que amar a un amigo es aún mejor,love
Atribuyo esta sensación de melancolía a la sangre,sadness
Me siento en una de las sillas mecedoras y dejo mi cabeza clara en esto rara vez conseguí tiempo a solas escuchar el sonido de los pájaros el ladrido de las ardillas sentir el cambio de aire de agradable a frío,joy
Siento como si esta clase todavía será útil porque al final al ser dueño de un negocio tienes que difundir la palabra de lo que es su negocio y tratar de vender o hacer,joy
Creo que el principal beneficio aquí es que moja la superficie dando incluso los primeros golpes algo contra lo que jugar y también ayuda a meter mi culo en el extremo profundo de la piscina si me siento vacilante sobre por dónde empezar,fear
Me siento especialmente encariñado con,love
Casi podía sentirlo mientras las llamas quemaban y torturaban su frágil y delicado cuerpo sin dejar nada más que un asqueroso y olor a madera y carne quemada.,fear
Supongo que una vez más me siento inútil y sin sentido,sadness
Me siento lindo y sexy todo a la vez y no es tan puro me siento desnudo,joy
Me avergüenzo de mi falta de empatía a veces,sadness
No siento absolutamente ningún anhelo por el pedazo de tierra que un extraño muerto relacionado conmigo por la sangre resultó haber nacido en,love
Supongo que me siento aterrorizado.,fear
Me siento muy miserable ahora.,sadness
Soy una buena persona o que cómo me siento es aceptable o de alguna manera normal,joy
Soy tan bendecida y me siento bendecida de poder compartir mis creaciones contigo,joy
Necesito cuando me siento golpeado.,sadness
He estado sintiéndome bastante castigado últimamente.,sadness
No quería ser parte de un grupo sólo para sentirme aceptado.,love
Voy de compras me siento como Julia Roberts en mujer bonita,joy
Me siento muy agradable.,joy
Me siento honrado y genial porque a través de esta experiencia de trabajo soy capaz de determinar lo que voy a hacer después de graduarme,joy
Me catapultaron de nuevo para sentirme más aterrorizada de la gente de lo que había estado en un tiempo,fear
He estado siguiendo tu blog siento que he llegado a conocer el real que no alguna versión filtrada o una falsa persona de Internet de quién te gustaría ser,sadness
Estoy reconfortada sabiendo que puedo usar mi arma para mi protección y no seré puesta detrás de las rejas para usarla cuando me siento amenazada.,fear
Me siento muy mal. Saco el gráfico de diy terapeutic y miro la emoción que estoy experimentando.,sadness
Me siento golpeada físicamente y tan exhausta,sadness
Lo tenía en mi cabeza como se relaciona con el lugar de trabajo porque acababa de ser irritable con alguien un poco más bajo en estado que yo en respuesta a alguien que es más alto que yo me hace sentir presionado momentáneamente,fear
Sólo me siento asustada y estas son cosas tan pequeñas.,fear
Tengo la sensación de que me he tomado tanto tiempo pero kuya amigo y kuya angee han sido muy de apoyo todo el camino,love
Sueño y digo estoy cansado y sintiéndome muy necesitado.,sadness
Normalmente no blogueo cuando me siento de esta manera pero en realidad tengo curiosidad por ver si puedo ponerlo en palabras,surprise
Me siento muy ignorada.,sadness
Suelo comprar pero me hace sentir especialmente virtuosa cuando voy a la ruta casera helado,joy
