Texto,Emocion
Me siento latigazos hacia fuera a mí y es grosero,anger
Me siento aturdido y fuera de lugar de mi episodio sin contar el hecho de que me asusté anoche,sadness
Sé que no será un picnic y no me sentiré derrotado en absoluto si consigo mi primera contracción y decido inmediatamente ir a la epidural o si soy inducido o tengo que tener una sección c o lo que sea que pueda ser,sadness
Siento que es de vital importancia y estrés que mostrar amor hacia el otro y amor genuino por favor la gente de lo contrario se siente libre de pasar frío en mí no me gusta ser engañado,joy
Me siento un poco calmado ahora.,joy
Me sentía valiente. Intentaría volver a correr.,joy
Tengo asma y cuando apenas puedo respirar cuando es duro me siento muy tembloroso y débil me siento como no hacer nada más que tumbarme allí impotente y me siento como colapsando hice tanto resecamiento y no tengo nada,fear
Caminé bajo el refugio sintiendo que era el refugio perfecto de una tormenta,joy
Me parece que ayuda dejar ir de sí mismo voluntad diciendo que su voluntad se haga no la mía o cuando me siento particularmente impaciente en el tiempo de Dios no mi tiempo,anger
De nuevo no estoy inspirado y después de mirar las ideas e imágenes siento que ya no las aprecio se vuelven inútiles y puramente la habilidad impulsada no tiene nada que ver con el pensamiento,sadness
Me convierto en otra persona y hago bromas raras al azar honestamente este sentimiento es tan extraño es esto lo que se siente estar en la cima de una nube,fear
Espero conseguir el trabajo porque necesito dinero desesperadamente y me siento codicioso.,anger
Me siento como que yo odiado por la mayoría de las chicas es becoz im un buen bailarín,sadness
Siento que vivir en Austin fue muy dulce de otras maneras.,love
"Creo que sería más fácil si tuviera padres que discutieran conmigo sobre eso entonces podría sentirme rebelde o algo así, pero ahora mismo me siento como una carga.",anger
Creo que compensé la sensación de que me perdí el otoño y sus grandes colores.,sadness
Culpé a la gente a mi alrededor por hacerme sentir menos valorada por ser una madre que se queda en casa,joy
Siento que este fin de semana va a ser una guarra,love
"Tengo la impresión de que el banjo realmente lo sentía, pero Molly todavía prefiere su querido Katy Perry Purrrr",love
No pude hacer bromas a nadie durante todo el día porque estaba demasiado ocupado o no me sentía creativo.,joy
Me gustaría que él y yo pudiéramos salir y podría hacer mi pelo y maquillaje y sentirme lindo y coquetear y hablar y esas cosas pero eso nunca ocurre.,joy
me siento particularmente optimista hoy y tengo todas las razones para esperar cosas increíbles en,joy
Siento que los libros son siempre un regalo maravilloso para un bebé,joy
Le dije que estaba dispuesto a hacer lo que fuera necesario para no tener que sentirme tan horrible todos los días.,sadness
Estaba sintiendo frío hacia mi compañero aunque no pensé que lo había presentado de esa manera sentí que tenía que fingir mis sentimientos por él y que ya no lo amaba.,anger
"Me siento bien, esa debe ser la razón por la que tenía un precio tan escandaloso.",joy
Realmente me siento superior.,joy
Siento que esa línea es tan perfecta.,joy
Me acuesto siente que mi barriga escucha el latido del corazón de los bebés se enoja conmigo por sentarme sin rodar a mi lado primero y luego me dice que hay algo de proteína en mi orina nada de lo que preocuparse y me pregunta si algo me está molestando,anger
Me fui sintiéndome absolutamente devastada.,sadness
No tengo que endurecerme no tengo que luchar por mí mismo o sentirme mal por comportarme de la manera que naturalmente me comporto,sadness
Trabajo bien con casi todos los clientes con los que he estado en contacto porque sé lo que significa sentirse deprimido enojado frustrado irritado desesperado y apático porque lo siento a diario,sadness
He oído a alguien decir que deberíamos dejar que los jardineros hagan lo que quieran. Me siento bastante agravado.,anger
me siento tan agradecido de cada experiencia en mi vida que me ha traído a la actualidad,joy
Me siento afectuosa hacia él.,love
Me siento muy mal y es en serio que todo está arruinado.,sadness
Siempre siento que el amor es algo mucho más vasto y si pudiéramos explorarlo juntos quizás debería convertir mi vida en algo que valga la pena antes de que sea demasiado tarde.,joy
Me siento inútil sólo con solteros y maestros.,sadness
Me detuve y empecé a decirme lo que quería sentir soy pacífico.,joy
Actué retraído y frío hacia los demás en situaciones que requirieron empatía no es que no me importe no siempre siento los sentimientos así que lo finjo,sadness
Siento que he clavado el matrimonio y las partes de la casa de mi vida y estoy feliz y contento como puedo estar en esos aspectos,joy
Sólo le digo a la gente que me siento como un dulce desastre sureño ahora mismo.,joy
Siento por la gente con plantaciones tiernas que pueden haber sido establecidas demasiado pronto que en realidad podría sumergirse por debajo de la congelación en las próximas noches,love
Realmente me siento enojado porque quiero pasar más tiempo contigo.,anger
"Me siento tranquilo y bien, pero a veces me pongo tan triste.",joy
Salí afuera para encerrarme en las gallinas y luego fui tentado por la brillantez de las estrellas a caminar a través de los campos helados sintiéndose muy frío mirando hacia el cielo.,anger
me siento un poco letárgico,sadness
También me apasiona la enseñanza.,love
Me desperté acerca de que me siento un poco perturbado,sadness
"Tengo que llevar a Jenny para que me espacie así que, por supuesto, me siento nervioso y culpable.",fear
Recibí un mensaje ligeramente tardío de Daniel y me siento mucho más segura de que no soy la única que piensa que soy emocionalmente insensible.,joy
Me había encontrado antes y por mucho que estos sueños me emocionaron me dejaron sintiéndome aún más aterrorizada,fear
Trabajo como loco haciendo cosas extra por la casa o trabajando como voluntario y sirviendo a otras personas en un intento de sentirse productivo y útil para alguien que sea pleeeeeeasa,joy
Comencé a cuestionar a Dios sintiéndome inútil e incluso celoso de otros que vienen por paternidad tan fácilmente.,sadness
No puedo evitar sentir curiosidad por ello.,surprise
Me siento tan agradecido hoy.,joy
Me siento un poco malhumorada y malhumorada. Necesito intentar echar una siesta.,anger
Me negué a comprar en este momento disfruté sintiendo aplastamiento y proyecto pensando en todo el hilo divino,joy
Me siento como si agregara un poco más de escudo del frío y la tela es genial para quitar el sudor,anger
Me siento mucho más relajado entrando en esta carrera.,joy
Siento que esto necesita un título inteligente pero no puedo pensar en uno,joy
Me siento un poco avergonzada conmigo misma.,sadness
Me sentí como id desarrollado sentimientos por este tipo explicando así por qué id incluso seguir a este tipo como un perro cachorro fiel y nunca lo supo,joy
Me siento tan distraído la mayoría de los días.,anger
Siempre siento simpatía por los que lo hacen también porque la vida puede ser muy dura contigo a veces cuando tienes mucho orgullo,love
No he tenido ninguna lesión grave o contratiempos aparte de esa infección en mi pie hace un par de meses pero he notado que mis rodillas y el pie interior han comenzado a doler y se sienten sensibles durante las carreras más largas,love
Me siento como nueve veces fuera de todo el tiempo que re determinado y aficionado tiende a funcionar de todos modos,joy
Me siento absolutamente increíble.,surprise
Tengo un trago de terbutalina que te hace sentir tembloroso y hace que tu corazón se acelere como si hubieras bebido tazas de café.,fear
Estaba estresada por mi búsqueda de trabajo y la búsqueda de apartamento y me sentía abrumada con todo lo que estaba pasando.,fear
He estado sintiéndome muy enojado con eso.,anger
No he estado enfermo en el invierno muy a menudo desde que dejé de fumar hace años tan rara vez de hecho que ahora cuando me pongo enfermo me siento indignado cómo eso para el pensamiento racional,anger
me siento todo romántico así que pensé id mostrar algunos regalos fáciles de última hora e ideas de moda para San Valentín,love
Me siento tan inquieto tan aburrido y en peligro de renunciar a ser bueno en el trabajo,fear
Necesito intensificar mi juego pero siento que no puedo ser molestado.,anger
Me siento como si no fuera bienvenido.,sadness
Me siento tan incómodo ahora como si estuviera llevando un volvo pero mi vientre es agradable y ordenado y no se parece a la tripa de la cerveza mi padre tiene agradable y duro y redondo y yo vadeo como él hace,fear
Estoy feliz de informar que aún no me siento terriblemente estresado.,sadness
Me siento más leal a Micah.,love
Siento que es de vital importancia que los que se preocupan por mí sepan estas cosas,joy
Me sentí un poco raro con ese disfraz.,fear
No quería pasar mis días trabajando en un trabajo que no disfrutaba ni volver a casa sintiéndome estresada y cansada y no poder darle a mi hija la atención que merecía.,anger
He notado que mis dedos de los pies y los dedos de los pies se ponen muy fríos y casi se sienten entumecidos.,sadness
Siempre compro un par de lomos de cerdo cuando salen a la venta y cuando me siento inteligente los corto a la mitad y los meto en cierres de cremallera de tamaño galón con una marinada y los meto en el congelador,joy
Me siento tan decepcionada por ti que me has dado por sentado.,sadness
Me siento como todo lo que espero ser un saqueador en mi vida me aferro a que me desprecio por aferrarme a algo como un maldito bebé sin esperanza,sadness
"No lo sé, pero me siento virtuosa, así que acepto la recompensa.",joy
Siento que realmente no puedo emocionarme por esta carrera porque no tengo ni idea de si voy a ser o no capaz de ejecutarlo,joy
Normalmente termino sentado en mi escritorio sintiéndome como en el trabajo pero haciendo tareas sin importancia o navegando por Internet.,sadness
